row,column,value
12,79,-0.000469075
12,80,-0.000182416
12,81,0
13,0,0
13,1,-0.000204629
13,2,-0.000524402
13,3,-0.00105433
13,4,-0.00176956
13,5,-0.00265851
13,6,-0.00370857
13,7,-0.00490739
13,8,-0.00624258
13,9,-0.00770164
13,10,-0.00927197
13,11,-0.0109408
13,12,-0.0126955
13,13,-0.014523
13,14,-0.0164108
13,15,-0.0183462
13,16,-0.0203166
13,17,-0.02231
13,18,-0.0243143
13,19,-0.0263182
13,20,-0.0283104
13,21,-0.0302802
13,22,-0.0322174
13,23,-0.0341123
13,24,-0.0359557
13,25,-0.0377389
13,26,-0.0394535
13,27,-0.0410921
13,28,-0.0426473
13,29,-0.0441126
13,30,-0.0454818
13,31,-0.0467492
13,32,-0.0479096
13,33,-0.0489583
13,34,-0.0498912
13,35,-0.0507043
13,36,-0.0513944
13,37,-0.0519585
13,38,-0.0523943
13,39,-0.0526996
13,40,-0.0528731
13,41,-0.0529135
13,42,-0.0528203
13,43,-0.0525934
13,44,-0.052233
13,45,-0.0517401
13,46,-0.051116
13,47,-0.0503626
13,48,-0.0494824
13,49,-0.0484785
13,50,-0.0473546
13,51,-0.0461149
13,52,-0.0447643
13,53,-0.0433084
13,54,-0.0417535
13,55,-0.0401065
13,56,-0.0383749
13,57,-0.036567
13,58,-0.0346917
13,59,-0.0327587
13,60,-0.0307781
13,61,-0.0287608
13,62,-0.0267181
13,63,-0.024662
13,64,-0.0226049
13,65,-0.0205595
13,66,-0.0185388
13,67,-0.0165563
13,68,-0.0146254
13,69,-0.0127596
13,70,-0.0109723
13,71,-0.00927691
13,72,-0.0076864
13,73,-0.00621355
13,74,-0.00487072
13,75,-0.00366985
13,76,-0.0026225
13,77,-0.00173987
13,78,-0.00103311
13,79,-0.000512079
13,80,-0.000199301
13,81,0
14,0,0
14,1,-0.000221134
14,2,-0.000566415
14,3,-0.00113798
14,4,-0.00190832
14,5,-0.00286422
14,6,-0.00399144
14,7,-0.00527611
14,8,-0.00670444
14,9,-0.00826266
14,10,-0.00993702
14,11,-0.0117138
14,12,-0.0135792
14,13,-0.0155196
14,14,-0.0175216
14,15,-0.0195717
14,16,-0.0216569
14,17,-0.0237644
14,18,-0.0258818
14,19,-0.027997
14,20,-0.0300985
14,21,-0.0321752
14,22,-0.0342164
14,23,-0.036212
14,24,-0.0381526
14,25,-0.040029
14,26,-0.0418329
14,27,-0.0435561
14,28,-0.0451914
14,29,-0.0467319
14,30,-0.0481712
14,31,-0.0495034
14,32,-0.0507232
14,33,-0.0518256
14,34,-0.0528064
14,35,-0.0536616
14,36,-0.0543878
14,37,-0.0549818
14,38,-0.0554412
14,39,-0.055764
14,40,-0.0559484
14,41,-0.0559933
14,42,-0.0558981
14,43,-0.0556625
14,44,-0.055287
14,45,-0.0547723
14,46,-0.0541198
14,47,-0.0533315
14,48,-0.0524098
14,49,-0.0513579
14,50,-0.0501796
14,51,-0.0488793
14,52,-0.0474619
14,53,-0.0459332
14,54,-0.0442996
14,55,-0.0425684
14,56,-0.0407472
14,57,-0.0388447
14,58,-0.0368701
14,59,-0.0348334
14,60,-0.0327452
14,61,-0.0306167
14,62,-0.0284599
14,63,-0.0262871
14,64,-0.0241113
14,65,-0.0219459
14,66,-0.0198046
14,67,-0.0177014
14,68,-0.0156507
14,69,-0.0136665
14,70,-0.0117634
14,71,-0.0099556
14,72,-0.00825708
14,73,-0.00668173
14,74,-0.00524309
14,75,-0.00395439
14,76,-0.00282855
14,77,-0.00187824
14,78,-0.00111613
14,79,-0.000553562
14,80,-0.000215534
14,81,0
15,0,0
15,1,-0.000237074
15,2,-0.000607089
15,3,-0.00121922
15,4,-0.00204346
15,5,-0.0030651
15,6,-0.00426833
15,7,-0.0056378
15,8,-0.00715834
15,9,-0.00881493
15,10,-0.0105926
15,11,-0.0124766
15,12,-0.0144523
15,13,-0.016505
15,14,-0.0186205
15,15,-0.0207848
15,16,-0.022984
15,17,-0.0252049
15,18,-0.0274345
15,19,-0.0296602
15,20,-0.03187
15,21,-0.0340524
15,22,-0.0361964
15,23,-0.0382916
15,24,-0.040328
15,25,-0.0422964
15,26,-0.0441881
15,27,-0.0459948
15,28,-0.047709
15,29,-0.0493235
15,30,-0.0508318
